KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,REPEAT
0,10JAN61,38.0,0,9.0,61572.07326346075,No,183880.0,Yes,F,High School,Professional,64,Private,10740,10,SUV,no,0,0,No,1,0,13.0,0,Urban,0
1,09OCT60,39.0,3,13.0,48738.0,No,214103.0,Yes,F,Bachelors,Clerical,32,Private,23420,8,Sports Car,no,5115,1,No,0,0,1.0,0,Rural,1
0,15AUG71,28.0,4,10.0,10032.0,No,0.0,Yes,M,Bachelors,Student,13,Commercial,5850,1,Pickup,yes,12269,1,Yes,0,5657,12.0,1,Urban,1
0,17APR59,40.0,0,11.0,49978.0,No,240143.0,Yes,M,Masters,,40,Commercial,21160,3,Van,yes,0,0,No,2,4191,15.0,1,Urban,0
0,11MAR73,26.0,1,9.0,44386.0,No,209993.0,Yes,F,High School,Manager,47,Private,12000,7,SUV,no,7611,1,No,3,0,5.0,0,Urban,1
3,29JUN58,41.0,3,14.0,128895.0,No,373531.0,Yes,F,Masters,Professional,10,Commercial,44270,13,Van,no,0,0,No,4,0,9.0,0,Urban,0
0,16FEB48,51.0,0,5.0,94454.0,No,0.0,No,M,Bachelors,Professional,30,Private,14370,3,Minivan,no,5399,1,No,0,0,9.0,0,Urban,1
2,14OCT40,59.0,2,16.0,109210.0,No,324059.0,Yes,F,Masters,Manager,32,Commercial,21880,6,Pickup,no,6120,2,No,6,4815,18.0,1,Urban,1
0,14OCT40,59.0,0,11.0,38141.0,No,0.0,No,M,High School,Blue Collar,43,Commercial,15080,6,Minivan,no,9575,1,No,5,5501,6.0,1,Urban,1
0,16NOV51,48.0,0,0.0,0.0,No,0.0,No,F,<High School,Student,5,Private,9060,1,SUV,no,0,0,No,2,0,1.0,0,Urban,0
0,24OCT38,61.0,0,10.0,9902.0,No,103647.0,No,F,PhD,Home Maker,31,Private,8590,6,Sports Car,no,3175,2,No,4,3048,10.0,1,Urban,1
0,17DEC46,52.0,0,13.0,99251.0,No,275991.0,Yes,F,Masters,Lawyer,35,Private,35570,10,Van,no,0,0,No,1,0,10.0,0,Urban,0
0,12JUN70,29.0,2,14.0,45299.0,No,148600.0,Yes,F,High School,Blue Collar,11,Commercial,8930,7,SUV,no,5289,1,No,4,1502,1.0,1,Urban,1
0,14FEB62,37.0,2,13.0,31725.0,No,148396.0,Yes,F,Masters,Lawyer,32,Private,10860,4,SUV,no,3810,3,No,3,0,22.0,0,Urban,1
0,13JAN51,48.0,0,9.0,49251.0,No,180173.0,Yes,F,High School,Blue Collar,9,Commercial,11230,7,SUV,no,0,0,No,0,6452,1.0,1,Urban,0
1,21OCT62,37.0,2,10.0,30843.0,No,132741.0,Yes,F,High School,Clerical,33,Private,8280,6,Sports Car,no,0,0,No,1,0,8.0,0,Urban,0
0,04JAN67,32.0,3,16.0,28430.0,Yes,0.0,No,F,High School,Clerical,52,Private,4340,4,SUV,no,39168,2,Yes,4,2777,1.0,1,Urban,1
0,04JUL60,39.0,0,13.0,18274.0,No,0.0,No,F,High School,Clerical,11,Private,7230,6,SUV,no,0,0,No,0,0,1.0,0,Rural,0
0,03APR60,39.0,0,10.0,31131.0,No,0.0,No,M,High School,Clerical,30,Private,8510,6,Minivan,yes,37066,2,Yes,5,4678,13.0,1,Urban,1
0,20JAN46,53.0,0,8.0,21190.0,No,104523.0,Yes,M,Masters,,30,Commercial,32730,1,Panel Truck,yes,7558,3,No,5,0,1.0,0,Urban,1
0,26SEP49,50.0,0,15.0,63910.0,No,227449.0,Yes,M,Masters,Lawyer,46,Private,12890,4,Minivan,no,1946,4,No,1,0,15.0,0,Urban,1
0,16AUG64,35.0,2,9.0,98918.0,Yes,0.0,No,M,Bachelors,Professional,27,Commercial,23740,12,Panel Truck,yes,0,0,No,1,4621,9.0,1,Urban,0
0,09MAY62,37.0,4,0.0,61572.07326346075,No,55527.0,Yes,F,High School,Home Maker,5,Private,5700,1,Sports Car,no,4865,1,No,6,150,7.0,1,Urban,1
0,15MAR49,50.0,0,12.0,26748.0,No,154523.01860799835,No,M,<High School,Blue Collar,25,Private,9170,1,Pickup,no,25089,2,Yes,1,3843,6.0,1,Urban,1
0,25JUL65,34.0,1,13.0,38307.0,No,151790.0,Yes,M,High School,Blue Collar,24,Commercial,5330,1,Pickup,no,17857,1,Yes,10,3730,1.0,1,Urban,1
0,15JUL53,46.0,0,10.0,88632.0,No,258636.0,Yes,F,High School,Blue Collar,34,Commercial,15670,3,Sports Car,no,7864,3,No,2,4034,9.0,1,Urban,1
0,02MAR50,49.0,0,14.0,45689.0,No,250792.0,Yes,M,<High School,Blue Collar,42,Private,10970,4,Pickup,yes,0,0,No,0,1133,1.0,1,Urban,0
0,01JAN45,54.0,0,12.0,112804.0,No,323947.0,Yes,F,Masters,Lawyer,32,Private,21380,4,Minivan,no,0,0,No,0,0,9.0,0,Urban,0
0,18AUG53,46.0,0,12.0,88359.0,No,267679.0,Yes,F,Masters,Lawyer,25,Private,31980,3,Minivan,no,0,0,Yes,0,0,1.0,0,Urban,0
0,13NOV61,38.0,2,7.0,114212.0,No,249564.0,Yes,M,Bachelors,Manager,26,Private,16970,9,Van,yes,0,0,No,0,0,13.0,0,Urban,0
0,15APR43,56.0,0,13.0,76638.0,No,0.0,No,M,High School,Blue Collar,61,Commercial,14060,1,Minivan,yes,24930,2,No,10,0,5.0,0,Urban,1
0,25FEB57,42.0,0,12.0,64019.0,No,249488.0,Yes,F,PhD,Doctor,38,Private,12100,1,Minivan,no,3558,3,No,1,0,13.0,0,Urban,1
1,23MAR42,57.0,1,13.0,53227.0,No,204309.0,Yes,F,Bachelors,Professional,41,Private,34950,6,Minivan,no,0,0,No,0,0,11.0,0,Urban,0
0,12APR54,45.0,0,10.474061923313512,55848.0,No,216312.0,Yes,M,Bachelors,Clerical,51,Commercial,11580,6,Pickup,yes,0,0,No,1,34748,7.0,1,Urban,0
0,06OCT68,31.0,1,6.0,53633.0,Yes,183242.0,No,F,High School,Professional,46,Private,9960,1,SUV,no,4646,2,No,9,0,1.0,0,Urban,1
0,07DEC40,58.0,2,12.0,146202.0,No,473366.0,Yes,M,Bachelors,Professional,22,Private,10320,6,Pickup,yes,4716,1,No,0,2891,12.0,1,Urban,1
0,06DEC43,55.0,0,0.0,0.0,No,0.0,No,F,PhD,Home Maker,36,Private,2950,4,SUV,no,0,0,No,0,0,12.0,0,Urban,0
0,20APR36,63.0,0,14.0,51046.0,No,192050.0,Yes,F,PhD,Doctor,18,Private,7800,1,Sports Car,no,14357,3,No,5,0,1.0,0,Urban,1
0,03AUG57,42.0,0,9.0,16716.0,No,117163.0,No,F,High School,Clerical,5,Private,21580,1,Pickup,no,0,0,No,1,0,6.0,0,Rural,0
0,12APR52,47.0,0,10.0,61572.07326346075,No,177502.0,Yes,M,High School,Clerical,8,Private,9640,10,Pickup,no,0,0,No,1,0,8.0,0,Urban,0
0,22FEB55,44.0,0,12.0,46781.0,No,0.0,No,F,Bachelors,Professional,29,Private,17960,11,SUV,no,6545,1,No,5,3411,15.0,1,Urban,1
1,25APR45,54.0,1,0.0,0.0,No,0.0,Yes,F,Bachelors,Student,37,Private,10600,1,Sports Car,no,5493,3,No,1,4209,8.0,1,Urban,1
0,14AUG63,36.0,2,0.0,0.0,Yes,0.0,No,F,High School,Student,5,Commercial,9540,7,SUV,no,9925,2,No,7,0,8.298147573217427,0,Urban,1
0,24OCT65,34.0,3,14.0,57244.0,Yes,0.0,No,F,Bachelors,Clerical,45,Private,36000,1,Pickup,no,0,0,Yes,0,0,6.0,0,Urban,0
1,02MAR59,40.0,2,13.0,48187.0,No,136205.0,Yes,M,High School,Manager,5,Private,16930,11,Minivan,yes,30944,2,No,3,0,7.0,0,Urban,1
0,21DEC48,50.0,0,5.0,28299.0,No,183581.0,Yes,F,Bachelors,Home Maker,40,Private,9330,6,SUV,no,0,0,No,2,0,11.0,0,Urban,0
0,27NOV50,48.0,0,8.0,90623.0,No,0.0,No,F,Masters,Professional,46,Private,27700,7,Sports Car,no,0,0,No,1,0,12.0,0,Urban,0
0,08SEP49,50.0,0,11.0,81150.0,No,252133.0,No,M,Masters,Professional,41,Commercial,33500,1,Panel Truck,no,0,0,Yes,2,0,20.0,0,Urban,0
0,11SEP61,38.0,0,12.0,61572.07326346075,No,125191.0,Yes,M,<High School,Blue Collar,25,Private,9970,7,Pickup,yes,0,0,No,0,0,1.0,0,Rural,0
0,26FEB70,29.0,1,11.0,101767.0,No,284160.0,Yes,F,High School,Blue Collar,48,Commercial,14580,6,SUV,no,25433,3,Yes,1,6027,9.0,1,Urban,1
0,26FEB59,40.0,2,11.0,23057.0,No,126080.0,Yes,F,High School,Clerical,51,Private,27660,6,Pickup,no,0,0,No,0,0,1.0,0,Rural,0
1,17FEB56,43.0,3,11.0,28021.0,Yes,0.0,No,M,High School,Clerical,31,Private,16010,4,Minivan,no,0,0,No,1,0,9.0,0,Rural,0
0,15JUN46,53.0,0,7.0,332339.0,No,738153.0,Yes,M,PhD,,34,Commercial,34730,6,Panel Truck,no,3019,2,No,1,0,17.0,0,Urban,1
0,24MAY50,49.0,0,11.0,23711.0,No,0.0,No,F,High School,Clerical,25,Private,8770,7,Sports Car,no,0,0,No,0,0,1.0,0,Rural,0
0,08MAY60,39.0,0,13.0,49194.0,No,126703.0,Yes,M,High School,Manager,34,Commercial,24060,10,Panel Truck,yes,0,0,No,0,0,7.0,0,Urban,0
0,15FEB47,52.0,0,3.0,81555.0,No,258898.0,No,M,Masters,Manager,32,Private,13900,1,Minivan,yes,0,0,No,0,0,16.0,0,Urban,0
0,05JAN41,58.0,0,12.0,61265.0,No,208445.0,Yes,F,Masters,Lawyer,49,Private,3230,10,SUV,no,0,0,No,2,3295,9.0,1,Urban,0
0,06JAN62,37.0,0,11.0,9664.0,No,147749.0,Yes,M,Masters,Professional,30,Commercial,28700,1,Panel Truck,no,5476,1,No,2,0,1.0,0,Urban,1
0,13JUN58,41.0,3,15.0,61572.07326346075,No,177209.0,Yes,F,High School,Professional,38,Private,19580,3,Minivan,no,0,0,No,3,4933,6.0,1,Urban,0
0,03DEC58,40.0,0,13.0,84506.0,No,251400.0,Yes,F,Masters,Lawyer,32,Private,19100,6,Minivan,no,0,0,Yes,5,0,15.0,0,Urban,0
0,28APR66,33.0,5,16.0,28395.0,No,137268.0,Yes,M,High School,Clerical,65,Commercial,23450,7,Panel Truck,yes,20060,1,Yes,2,3668,1.0,1,Urban,1
1,12JAN58,41.0,3,0.0,0.0,Yes,83306.0,No,M,<High School,Home Maker,50,Private,10570,6,Pickup,no,0,0,No,0,0,1.0,0,Rural,0
0,03DEC59,39.0,0,13.0,51091.0,No,185506.0,Yes,M,Masters,Lawyer,37,Private,15450,1,Minivan,no,0,0,No,0,0,17.0,0,Urban,0
0,26SEP54,45.0,0,10.0,22860.0,No,0.0,No,M,<High School,Blue Collar,32,Commercial,11800,1,Pickup,no,3118,2,No,1,4895,1.0,1,Rural,1
0,15AUG50,49.0,0,10.0,82130.0,No,212655.0,Yes,F,Bachelors,Professional,40,Private,13050,1,SUV,no,0,0,No,0,0,7.0,0,Urban,0
0,03JAN63,36.0,0,8.0,21926.0,No,106069.0,Yes,M,Bachelors,Clerical,44,Commercial,7290,11,Pickup,no,7166,2,No,6,0,1.0,0,Urban,1
0,23AUG51,48.0,0,12.0,19393.0,No,0.0,No,F,Bachelors,Blue Collar,39,Private,8240,1,SUV,no,0,0,No,1,0,8.0,0,Rural,0
1,29DEC59,39.0,1,12.0,69464.0,No,199330.0,Yes,M,Masters,Manager,18,Commercial,5400,1,Pickup,yes,7940,3,No,4,1029,15.0,1,Urban,1
0,03JUL64,35.0,0,9.0,95536.0,No,0.0,No,M,Masters,Professional,33,Commercial,25840,9,Panel Truck,yes,0,0,No,2,0,11.0,0,Urban,0
1,26NOV61,37.0,3,10.0,24672.0,Yes,0.0,No,F,High School,Clerical,68,Private,11250,1,SUV,no,565,3,No,1,0,10.0,0,Rural,1
0,14AUG59,40.0,0,11.0,66788.0,No,233946.0,Yes,M,Masters,,62,Commercial,8180,7,Pickup,no,0,0,No,1,0,12.0,0,Urban,0
0,11SEP56,43.0,0,12.0,94641.0,No,299424.0,Yes,F,Masters,Lawyer,52,Private,21400,6,SUV,no,11095,1,No,0,0,19.0,0,Urban,1
0,28DEC56,42.0,2,14.0,20586.0,No,142997.0,Yes,F,<High School,Clerical,47,Private,7760,4,SUV,no,0,0,No,0,5142,1.0,1,Rural,0
0,13JUL45,54.0,0,3.0,61572.07326346075,No,0.0,No,F,High School,Clerical,90,Private,4070,1,SUV,no,0,0,No,0,0,6.0,0,Urban,0
0,12APR52,47.0,0,10.0,64759.0,No,0.0,No,F,Masters,Manager,5,Private,15970,6,SUV,no,0,0,Yes,2,0,13.0,0,Urban,0
0,06NOV50,49.0,0,11.0,99100.0,No,251945.0,Yes,F,Masters,Lawyer,26,Private,26650,1,Minivan,no,0,0,No,0,0,15.0,0,Rural,0
0,22JUL59,40.0,0,0.0,0.0,No,55761.0,No,F,Masters,Home Maker,21,Private,17840,1,SUV,no,0,0,No,3,0,18.0,0,Urban,0
0,01JUL46,53.0,0,0.0,0.0,No,93901.0,No,F,PhD,Home Maker,55,Private,14340,4,SUV,no,0,0,No,0,0,10.0,0,Rural,0
0,29SEP54,45.0,0,8.0,40368.0,No,171248.0,Yes,F,Bachelors,Professional,37,Private,10040,1,Sports Car,no,0,0,No,1,0,8.0,0,Rural,0
0,25JAN57,42.0,0,12.0,102313.0,No,351394.0,Yes,M,Masters,Lawyer,51,Private,15930,1,Minivan,no,0,0,No,0,0,17.0,0,Urban,0
0,07NOV55,44.0,0,10.0,53660.0,No,232498.0,Yes,F,Bachelors,Professional,5,Commercial,34260,1,Van,no,3783,4,No,4,648,8.298147573217427,1,Urban,1
0,06MAR51,48.0,0,11.0,37886.0,No,168597.0,Yes,M,<High School,Clerical,37,Private,28200,4,Minivan,no,1686,2,No,0,0,1.0,0,Urban,1
0,03SEP47,52.0,0,10.0,77113.0,No,0.0,No,M,High School,Manager,34,Commercial,25370,4,Panel Truck,no,3176,1,No,1,0,5.0,0,Urban,1
0,26AUG50,49.0,0,12.0,33303.0,No,0.0,Yes,F,High School,Student,33,Commercial,21100,13,Minivan,no,0,0,Yes,3,0,7.0,0,Urban,0
0,04JUN78,21.0,4,0.0,0.0,No,154523.01860799835,Yes,F,High School,Student,24,Commercial,15650,3,SUV,yes,6485,3,No,0,0,8.298147573217427,0,Rural,1
0,06FEB48,51.0,0,17.0,48263.0,No,200023.0,Yes,F,High School,Professional,39,Private,24450,1,Minivan,no,0,0,No,0,0,10.0,0,Urban,0
0,12NOV48,51.0,0,8.0,12524.0,No,131010.0,Yes,M,<High School,Clerical,30,Private,2750,1,Minivan,yes,0,0,Yes,1,0,1.0,0,Urban,0
0,21FEB53,46.0,0,12.0,74607.0,No,275748.0,Yes,F,Bachelors,Blue Collar,37,Commercial,13930,7,SUV,no,0,0,No,0,0,7.0,0,Urban,0
0,13JUL55,44.0,0,11.0,35574.0,No,0.0,No,M,Masters,,65,Commercial,6980,11,Pickup,yes,0,0,Yes,0,0,15.0,0,Urban,0
0,20SEP56,43.0,0,12.0,85358.0,No,255939.0,Yes,M,High School,Professional,20,Private,25160,14,Minivan,yes,0,0,No,0,0,1.0,0,Urban,0
0,06DEC57,41.0,0,11.0,35203.0,No,0.0,No,M,<High School,Clerical,34,Private,13140,1,Minivan,yes,2988,2,No,0,0,5.0,0,Urban,1
0,16APR60,39.0,0,14.0,28830.0,No,0.0,No,M,<High School,Clerical,50,Commercial,18930,1,Van,yes,0,0,Yes,5,4754,1.0,1,Urban,0
1,06FEB54,45.0,1,13.0,75527.0,Yes,0.0,No,F,Bachelors,Blue Collar,31,Private,11240,7,SUV,no,2611,2,No,1,0,5.0,0,Urban,1
0,09APR38,61.0,0,10.0,46161.0,No,197331.0,Yes,M,Bachelors,Blue Collar,24,Private,12220,1,Sports Car,yes,25313,3,Yes,3,24720,8.298147573217427,1,Urban,1
0,02MAY44,55.0,0,5.0,60745.0,No,233583.0,Yes,M,Bachelors,Manager,15,Private,15320,7,Minivan,yes,0,0,No,0,0,14.0,0,Urban,0
0,16MAY76,23.0,5,14.0,11666.0,No,109363.0,Yes,F,<High School,Clerical,26,Private,5080,6,Sports Car,no,0,0,No,4,540,1.0,1,Urban,0
0,24APR51,48.0,0,15.0,15506.0,No,113491.0,Yes,M,Masters,Manager,21,Private,15590,10,Minivan,yes,0,0,No,2,0,18.0,0,Urban,0
0,07NOV51,48.0,0,11.0,38329.0,No,0.0,No,F,Masters,Lawyer,18,Private,22400,4,Minivan,no,0,0,No,3,0,12.0,0,Urban,0
0,22OCT49,50.0,0,13.0,62626.0,No,0.0,No,F,High School,Blue Collar,36,Commercial,13790,6,SUV,no,0,0,No,1,0,10.0,0,Urban,0
0,11FEB36,63.0,0,7.0,52613.0,No,209832.0,Yes,F,Bachelors,Manager,46,Private,13060,3,Sports Car,no,7649,1,No,0,0,7.0,0,Urban,1
0,16OCT59,40.0,0,14.0,93249.0,No,293000.0,No,F,Masters,Lawyer,35,Private,27270,7,Minivan,no,0,0,No,0,0,14.0,0,Urban,0
0,20APR54,45.0,0,14.0,49116.0,No,213351.0,No,F,High School,Clerical,41,Private,18510,6,SUV,no,0,0,No,0,0,1.0,0,Urban,0
0,20SEP46,53.0,0,15.0,107636.0,No,154523.01860799835,Yes,M,Bachelors,Professional,16,Private,26870,6,Minivan,no,0,0,No,0,0,1.0,0,Urban,0
0,14FEB59,40.0,0,8.0,17107.0,No,154357.0,No,F,High School,Home Maker,7,Private,22940,4,Pickup,no,7247,2,No,4,0,6.0,0,Urban,1
0,31JAN47,52.0,0,9.0,140534.0,No,387349.0,No,M,Masters,Professional,66,Commercial,21620,6,Van,yes,0,0,No,0,54928,7.0,1,Urban,0
0,22MAR52,47.0,0,9.0,39837.0,No,147765.0,Yes,M,<High School,Clerical,59,Private,10940,1,Pickup,yes,0,0,No,0,0,1.0,0,Urban,0
0,29NOV51,47.0,0,11.0,61407.0,No,0.0,No,F,Bachelors,Clerical,16,Private,10830,13,SUV,no,0,0,No,2,0,5.0,0,Urban,0
0,08JAN68,31.0,4,14.0,48317.0,No,133939.0,Yes,F,High School,Clerical,15,Private,1500,1,Sports Car,no,26686,1,Yes,1,4123,1.0,1,Urban,1
0,07JUN32,67.0,2,8.0,61572.07326346075,No,392118.0,Yes,M,PhD,Doctor,56,Private,24940,10,Minivan,yes,6088,1,No,3,0,1.0,0,Urban,1
0,16FEB51,48.0,0,10.0,198719.0,No,506607.0,Yes,F,PhD,Manager,30,Commercial,39720,1,Panel Truck,no,0,0,No,1,0,13.0,0,Urban,0
0,06MAR59,40.0,0,0.0,0.0,No,0.0,No,F,<High School,Home Maker,56,Private,5260,1,Sports Car,no,0,0,No,0,4809,1.0,1,Urban,0
0,29AUG44,55.0,0,8.0,62781.0,No,242381.0,Yes,F,Bachelors,Professional,16,Private,17140,10,Minivan,no,0,0,No,2,0,15.0,0,Urban,0
0,25SEP62,37.0,0,11.0,30058.0,No,0.0,No,F,Bachelors,Home Maker,31,Private,18980,6,SUV,no,7890,1,No,2,0,6.0,0,Urban,1
0,16FEB41,58.0,0,12.0,71101.0,No,266848.0,Yes,M,<High School,Blue Collar,40,Private,14160,1,Minivan,yes,43052,2,Yes,6,4610,5.0,1,Rural,1
0,23OCT69,30.0,2,14.0,61572.07326346075,Yes,0.0,No,M,Masters,,52,Commercial,19340,6,Van,yes,32990,2,Yes,0,3463,17.0,1,Urban,1
0,03MAR45,54.0,0,10.0,46624.0,No,212273.0,No,M,Masters,Lawyer,40,Private,18990,13,Van,no,0,0,No,0,3850,13.0,1,Urban,0
0,23MAY51,48.0,0,6.0,133282.0,No,0.0,No,M,PhD,,31,Commercial,7540,1,Pickup,yes,0,0,No,2,0,19.0,0,Urban,0
0,12APR65,34.0,2,0.0,0.0,Yes,0.0,No,M,<High School,Student,38,Private,9220,6,Pickup,yes,7575,2,No,3,0,5.0,0,Urban,1
0,03MAR68,31.0,4,18.0,24323.0,No,0.0,Yes,F,<High School,Student,9,Private,16830,1,Pickup,no,3846,1,No,5,0,1.0,0,Urban,1
0,30SEP53,46.0,0,11.0,82398.0,No,235439.0,Yes,M,Bachelors,Manager,19,Private,15890,10,Minivan,no,0,0,No,3,0,15.0,0,Urban,0
0,08JUL62,37.0,0,8.0,95502.0,No,0.0,No,F,Bachelors,Professional,37,Private,37180,1,Sports Car,no,1681,1,No,0,1166,11.0,1,Urban,1
0,31MAR62,37.0,1,10.474061923313512,45426.0,No,146780.0,Yes,F,<High School,Blue Collar,19,Private,9740,1,SUV,no,5030,3,No,4,0,1.0,0,Urban,1
0,26AUG50,49.0,0,12.0,33303.0,No,0.0,Yes,F,High School,Student,33,Commercial,19940,6,SUV,no,5393,2,No,0,0,7.0,0,Urban,1
0,22JAN70,29.0,2,12.0,54310.0,Yes,174139.0,No,M,<High School,Clerical,39,Private,1500,4,Minivan,no,5419,1,No,5,5520,6.0,1,Urban,1
0,29NOV47,51.0,0,10.0,81246.0,No,231151.0,Yes,F,Bachelors,Manager,38,Private,11160,13,Sports Car,no,0,0,No,0,7463,8.298147573217427,1,Urban,0
0,25AUG56,43.0,0,12.0,57821.0,No,218089.0,Yes,M,Bachelors,Professional,33,Private,11580,1,Pickup,yes,0,0,No,1,0,9.0,0,Urban,0
0,11MAY60,39.0,3,12.0,61572.07326346075,No,0.0,Yes,F,Bachelors,Student,7,Commercial,6930,3,SUV,no,0,0,No,0,0,10.0,0,Rural,0
0,29NOV44,54.0,0,11.0,63027.0,No,0.0,No,M,Masters,Lawyer,52,Private,7650,1,Pickup,yes,6927,2,No,0,3897,15.0,1,Urban,1
0,21NOV83,44.83739679456047,3,0.0,0.0,Yes,0.0,No,M,Bachelors,Student,5,Commercial,1500,10,Minivan,yes,0,0,No,7,3092,8.0,1,Urban,0
0,21AUG62,37.0,2,13.0,4319.0,No,0.0,Yes,M,High School,Student,36,Private,9960,6,Minivan,no,0,0,No,3,4155,1.0,1,Urban,0
0,31JAN52,47.0,0,10.0,31096.0,No,173254.0,Yes,M,<High School,Clerical,31,Private,27760,4,Minivan,no,0,0,No,1,0,4.0,0,Urban,0
0,14JUN60,39.0,0,12.0,152271.0,No,0.0,No,M,PhD,Manager,30,Commercial,16730,1,Van,yes,0,0,Yes,1,0,18.0,0,Urban,0
1,11MAY60,39.0,2,9.0,24628.0,No,195489.0,Yes,F,High School,Blue Collar,32,Commercial,18810,6,SUV,no,2415,1,No,3,6653,10.0,1,Urban,1
0,04SEP46,53.0,0,12.0,116419.0,No,356989.0,No,M,PhD,,5,Commercial,27300,4,Panel Truck,no,1404,2,No,4,0,12.0,0,Urban,1
0,31AUG70,29.0,1,12.0,45114.0,No,121949.0,Yes,M,High School,Clerical,41,Private,8780,6,Pickup,no,0,0,No,0,0,1.0,0,Urban,0
0,23JAN60,39.0,0,13.0,22348.0,No,0.0,No,F,High School,Clerical,26,Private,13150,1,SUV,no,5484,1,No,0,4209,1.0,1,Urban,1
2,24FEB55,44.0,3,10.0,83682.0,No,278852.0,Yes,F,Masters,,24,Commercial,15310,13,Pickup,no,3655,1,No,0,0,13.0,0,Urban,1
0,29SEP49,50.0,0,13.0,64934.0,No,235719.0,Yes,M,Bachelors,Manager,28,Commercial,27460,6,Panel Truck,yes,1678,2,No,3,0,6.0,0,Urban,1
0,31JAN63,36.0,0,11.0,67036.0,No,240155.0,Yes,M,Masters,Professional,40,Commercial,23050,10,Panel Truck,no,3777,3,No,1,0,19.0,0,Urban,1
0,01NOV54,45.0,3,14.0,73867.0,No,231278.0,Yes,F,Bachelors,Clerical,14,Private,14060,11,SUV,no,1300,2,No,6,0,10.0,0,Urban,1
0,13AUG41,58.0,0,16.0,6657.0,No,0.0,Yes,M,<High School,Student,23,Commercial,4790,1,Pickup,no,37285,3,Yes,4,3626,7.0,1,Urban,1
0,27JUN64,35.0,1,13.0,72167.0,Yes,0.0,No,M,PhD,Doctor,31,Private,19700,5,Van,yes,7276,2,No,7,3332,13.0,1,Urban,1
0,12JUL53,46.0,0,7.0,130464.0,No,362541.0,No,F,High School,Professional,37,Private,24180,11,SUV,no,11728,2,No,4,0,1.0,0,Urban,1
0,20SEP45,54.0,0,15.0,144348.0,No,367562.0,Yes,M,Masters,,16,Commercial,27810,12,Panel Truck,no,0,0,No,1,0,14.0,0,Urban,0
0,17DEC46,52.0,0,13.0,605.0,No,0.0,No,F,High School,Home Maker,45,Private,19420,1,Minivan,no,0,0,No,0,0,5.0,0,Rural,0
0,08MAY73,26.0,1,9.0,73655.0,Yes,0.0,No,F,Bachelors,Professional,44,Commercial,9150,13,SUV,no,7303,2,No,5,3760,7.0,1,Urban,1
0,19DEC69,29.0,2,8.0,36324.0,Yes,0.0,No,M,High School,Blue Collar,30,Commercial,8030,6,Pickup,yes,0,0,No,0,0,9.0,0,Rural,0
0,03FEB52,47.0,0,14.0,14632.0,No,0.0,Yes,F,Bachelors,Student,42,Commercial,7590,7,Minivan,no,2988,1,No,2,0,14.0,0,Urban,1
0,02SEP51,48.0,0,13.0,61572.07326346075,No,183979.0,Yes,M,PhD,Doctor,30,Private,7830,1,Minivan,yes,5782,3,No,0,0,13.0,0,Urban,1
0,17DEC59,39.0,0,9.0,24492.0,No,0.0,No,F,High School,Clerical,24,Private,8710,1,SUV,no,0,0,No,2,0,8.0,0,Rural,0
0,07DEC53,45.0,3,14.0,64665.0,No,255595.0,Yes,M,High School,Clerical,48,Commercial,20970,1,Van,yes,0,0,No,0,0,1.0,0,Rural,0
0,07DEC60,38.0,2,14.0,58833.0,No,193644.0,Yes,M,Bachelors,Blue Collar,41,Commercial,20750,1,Minivan,yes,8403,1,No,6,2856,10.0,1,Urban,1
2,17NOV54,45.0,3,17.0,61572.07326346075,Yes,0.0,No,F,Masters,Lawyer,64,Private,19550,10,SUV,no,0,0,No,5,5458,14.0,1,Urban,0
0,07OCT48,51.0,0,12.0,35024.0,No,196320.0,Yes,F,<High School,Blue Collar,38,Private,5000,7,SUV,no,0,0,No,0,0,6.0,0,Rural,0
1,04JUL63,36.0,1,12.0,16950.0,Yes,0.0,No,M,<High School,Blue Collar,34,Private,12190,1,Pickup,no,0,0,No,1,0,4.0,0,Rural,0
0,16AUG69,30.0,0,7.0,10678.0,No,0.0,No,M,<High School,Clerical,22,Commercial,11700,4,Pickup,yes,7228,1,No,8,3242,7.0,1,Urban,1
0,13JUN55,44.0,2,13.0,57267.0,No,208613.0,Yes,M,High School,Manager,23,Commercial,11630,1,Pickup,no,0,0,No,0,0,1.0,0,Urban,0
0,21JUN75,24.0,3,15.0,13003.0,No,104742.0,Yes,F,High School,Clerical,38,Private,1500,6,SUV,no,3230,2,No,4,1397,1.0,1,Urban,1
0,07JAN70,29.0,1,14.0,15936.0,No,154523.01860799835,Yes,F,<High School,Student,28,Private,29510,4,Pickup,no,6111,2,No,0,0,1.0,0,Urban,1
2,28MAY61,38.0,3,11.0,145073.0,No,406547.0,Yes,M,PhD,,15,Commercial,19810,6,Van,yes,0,0,No,0,7692,12.0,1,Urban,0
0,02FEB50,49.0,0,10.0,70590.0,No,219205.0,Yes,M,Bachelors,Manager,28,Private,17640,10,Minivan,yes,0,0,No,3,0,13.0,0,Urban,0
0,11JAN67,32.0,1,11.0,21400.0,Yes,0.0,No,F,<High School,Clerical,30,Private,14790,11,Minivan,no,6373,1,No,5,4007,1.0,1,Urban,1
